UHI,Traffic_Volume,NDVI,NDBI,NDWI,SI,NDMI,NPCRI,Coastal_Aerosol,Building_Count,Total_Building_Area_m2,Building_Density,Building_Height,Building_Construction_Year,Ground_Elevation,Weather_Normalized_Site_EUI_kBtu_ft2,Site_Energy_Use_kBtu,Fuel_Oil_2_Use_kBtu,Fuel_Oil_4_Use_kBtu,Diesel_2_Use_kBtu,District_Steam_Use_kBtu,Natural_Gas_Use_kBtu,Electricity_Use_Grid_Purchase_kBtu,Electricity_Use_Generated_Onsite_Renewables_kWh,Direct_GHG_Emissions_MetricTons_CO2e,Percent_Electricity_Green_Power,Water_Use_All_Sources_kgal,Air Temp at Surface [degC],Relative Humidity [percent],Avg Wind Speed [m/s],Wind Direction [degrees],Solar Flux [W/m^2]
1.030288903,51.140625,0.21334195178777582,0.01897063903683937,-0.24555818537922475,0.24030172740302158,-0.01897063903683937,0.11005333628238093,1028.0667067307693,36,14174.124736073572,0.45190198011759675,56.140945052777774,1898.888888888889,35.916666666666664,20.255555555555553,5124662.941666666,1948395.2611111114,196954.01388888888,0.0,0.0,1296771.8555555558,1599626.8166666664,0.0,234.44722222222222,0.0,4157.113888888889,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.030288903,51.140625,0.21992269722151228,0.014445594282155983,-0.25022106849921,0.24336104436228234,-0.014445594282155983,0.10820992356286972,1027.1658624849215,33,13588.539099696842,0.43323223411483464,59.28769763333333,1888.3030303030303,35.27272727272727,19.0,5482533.36969697,2125522.103030303,214858.92424242425,0.0,0.0,1324858.7515151515,1726840.8696969699,0.0,250.99090909090907,0.0,4309.121212121212,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.023797758,51.140625,0.22645641791400328,0.010831132833841538,-0.2547510822182443,0.24756581681165,-0.010831132833841538,0.10624121310383614,1025.1358173076924,36,13056.18914243901,0.4162597575585731,58.874833941666665,1888.388888888889,35.166666666666664,21.200000000000003,5233396.605555556,1948395.2611111114,196954.01388888888,0.0,0.0,1372818.2694444444,1632314.0666666664,0.0,238.48611111111111,0.0,4345.855555555555,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.023797758,51.140625,0.23428712813457536,0.006654310488943654,-0.2606648706884351,0.25248046802426577,-0.006654310488943654,0.10418906733029618,1021.9288299155609,36,12532.459887525712,0.39956212777570105,59.152611719444444,1883.2777777777778,34.916666666666664,21.2,5233396.605555555,1948395.2611111114,196954.01388888888,0.0,0.0,1372818.2694444442,1632314.066666667,0.0,238.48611111111111,0.0,4345.855555555555,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.021634043,51.140625,0.23899679202443114,0.00409661808045602,-0.26352369366245876,0.2554176689832053,-0.00409661808045602,0.102174535638337,1026.619362597715,38,12227.103335428123,0.38982669556328764,57.88773741842106,1884.8947368421052,34.89473684210526,20.084210526315786,4957954.678947369,1845848.1421052634,186588.01315789475,0.0,0.0,1300564.6763157893,1546402.7999999998,0.0,225.93421052631575,0.0,4117.126315789474,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.021634043,51.140625,0.2456008457269933,0.00045283977721457966,-0.2683649871618245,0.259043402869866,-0.00045283977721457966,0.10076954159535288,1026.6626433313218,41,11936.585977648341,0.38056436919874176,57.11082980243903,1889.6097560975609,34.8780487804878,18.614634146341462,4595177.507317074,1710786.0829268293,172935.23170731709,0.0,0.0,1205401.407317073,1433251.375609756,0.0,209.40243902439025,0.0,3815.873170731707,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.015142899,51.140625,0.25254434469653375,-0.003873753121800292,-0.2738099302474086,0.2623160596375637,0.003873753121800292,0.09944077518967104,1025.065060240964,42,11891.808988996318,0.37913678123770145,57.21485766428572,1890.357142857143,34.976190476190474,17.040476190476188,4437409.283333333,1670053.080952381,168817.72619047618,0.0,0.0,1164425.1095238093,1363043.3714285712,0.0,203.76428571428573,0.0,3725.0190476190473,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.015142899,51.140625,0.2605655378672722,-0.009582582170009797,-0.28038726122504504,0.2659665764101314,0.009582582170009797,0.09859603172404159,1023.129885748647,42,11853.873485794624,0.3779273147402738,56.65152433095239,1889.7619047619048,35.142857142857146,16.18333333333333,4406297.826190476,1670053.080952381,168817.72619047618,0.0,0.0,1164425.1095238093,1331931.9142857143,0.0,203.76428571428573,0.0,3725.0190476190473,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.012979184,51.140625,0.26971506591791594,-0.016027920526874694,-0.28701608147600405,0.27016326138463226,0.016027920526874694,0.0960585176631179,1029.254523522316,42,11445.285546012326,0.3649006409599889,56.11938147380953,1934.3095238095239,34.80952380952381,16.18333333333333,4406297.826190476,1670053.080952381,168817.72619047618,0.0,0.0,1164425.1095238093,1331931.9142857143,0.0,203.76428571428573,0.0,3725.0190476190473,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.012979184,51.140625,0.28010892083168476,-0.020331090940120738,-0.29459834631958504,0.2778032347401645,0.020331090940120738,0.09317941449721001,1032.1258278145694,45,11369.728856482752,0.3624917290706112,54.618089375555556,1934.6222222222223,34.91111111111111,15.786666666666665,4539043.508888889,1558716.208888889,462511.80222222226,0.0,0.0,1086361.2133333334,1308364.1177777776,0.0,217.32888888888888,0.0,3476.684444444444,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
