UHI,Traffic_Volume,NDVI,NDBI,NDWI,SI,NDMI,NPCRI,Coastal_Aerosol,Building_Count,Total_Building_Area_m2,Building_Density,Building_Height,Building_Construction_Year,Ground_Elevation,Weather_Normalized_Site_EUI_kBtu_ft2,Site_Energy_Use_kBtu,Fuel_Oil_2_Use_kBtu,Fuel_Oil_4_Use_kBtu,Diesel_2_Use_kBtu,District_Steam_Use_kBtu,Natural_Gas_Use_kBtu,Electricity_Use_Grid_Purchase_kBtu,Electricity_Use_Generated_Onsite_Renewables_kWh,Direct_GHG_Emissions_MetricTons_CO2e,Percent_Electricity_Green_Power,Water_Use_All_Sources_kgal,Air Temp at Surface [degC],Relative Humidity [percent],Avg Wind Speed [m/s],Wind Direction [degrees],Solar Flux [W/m^2]
1.030288903,51.140625,0.3197761710284129,-0.02353236325835837,-0.32603892502230625,0.32205705238708465,0.02353236325835837,0.09049925560020917,1015.2608259152668,256,101686.11534749437,0.3602194353089616,43.32204556304688,1923.81640625,38.29296875,15.48046875,1581703.9484374998,293119.23671875003,177376.8890625,0.0,0.0,625804.4046875001,452106.552734375,0.0,70.816015625,0.0,1134.07265625,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.030288903,51.140625,0.32316485957571206,-0.02492273999410067,-0.3287730784315321,0.3247558485541555,0.02492273999410067,0.09033980414918909,1011.6959635852467,249,101253.69470093484,0.3586876005980475,43.725561274698805,1923.1726907630523,38.28112449799197,16.23293172690763,1641948.1626506024,301359.5365461848,182363.38795180724,0.0,0.0,656041.1060240964,467951.21044176706,0.0,73.47831325301205,0.0,1202.1100401606427,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.023797758,51.140625,0.3272147918400314,-0.026809985345614018,-0.33203184709342454,0.32782121365914174,0.026809985345614018,0.09015044649657936,1006.694331035406,248,100587.08604958438,0.3563261632360717,43.515002611250004,1922.8064516129032,38.233870967741936,16.298387096774192,1648568.9213709678,302574.69596774195,183098.7241935484,0.0,0.0,658686.433064516,469838.110483871,0.0,73.77459677419354,0.0,1206.9572580645163,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.023797758,51.140625,0.33090530696850057,-0.028655281671898694,-0.33496070414750173,0.33057096561506766,0.028655281671898694,0.08993688345417356,1001.7794206195223,244,99802.4071070459,0.3535464660807798,43.63643222504099,1921.8811475409836,38.25819672131148,16.565573770491802,1665745.6299180328,302948.6430327869,186100.34262295082,0.0,0.0,665837.4729508196,475924.75532786886,0.0,74.45,0.0,1209.8663934426231,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.021634043,51.140625,0.33318734710569814,-0.03004765738541752,-0.33684233328020313,0.332120214031594,0.03004765738541752,0.08972146581905562,998.1203077952492,241,98874.74169077717,0.35026024444411435,43.79821401979254,1921.1991701244813,38.22821576763486,16.771784232365146,1686481.0526970956,306719.787966805,188416.94439834025,0.0,0.0,674125.9062240664,481849.1298755187,0.0,75.37676348547717,0.0,1224.9269709543569,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.021634043,51.140625,0.33561270034228124,-0.03088689123477968,-0.33878599352870586,0.3343463908231785,0.03088689123477968,0.08951838322795143,993.7709254051158,236,97789.7908669596,0.3464168448634841,43.75377775927966,1918.7966101694915,38.08898305084746,16.185593220338983,1678970.3389830508,313218.08855932206,192408.82881355932,0.0,0.0,655880.1648305084,481344.6237288135,0.0,75.2457627118644,0.0,1250.8788135593222,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.015142899,51.140625,0.33891412909286367,-0.03198028622334633,-0.3415511455357767,0.337252544490167,0.03198028622334633,0.08971914132348333,987.7744763434384,234,96768.45701951458,0.342798806151506,43.851891642948715,1917.6239316239316,38.047008547008545,16.323931623931625,1693320.5128205128,315895.1662393163,194053.3487179487,0.0,0.0,661485.9782051282,485458.6803418803,0.0,75.88888888888889,0.0,1261.5700854700856,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.015142899,51.140625,0.3415538002658054,-0.03290436354962943,-0.3438054334649747,0.33955909521591043,0.03290436354962943,0.09005625245063473,983.2729765886288,230,96281.96740408787,0.34107543404741125,43.579364076999994,1916.6434782608696,37.9,16.248260869565218,1707908.2486956525,321388.99521739135,197428.18956521738,0.0,0.0,660309.7517391304,491720.4539130435,0.0,76.53521739130434,0.0,1283.5104347826089,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.012979184,51.140625,0.34300356033886725,-0.03347196360495444,-0.3450671780101566,0.3408658458443516,0.03347196360495444,0.09040635505896363,980.4062897290064,223,96015.69889855628,0.34013218736726014,43.62455280892377,1913.4035874439462,37.75784753363229,16.117937219730944,1733864.2094170402,331477.43901345297,203625.4869955157,0.0,0.0,666817.529147982,493719.5506726458,0.0,78.18251121076231,0.0,1274.6318385650222,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.012979184,51.140625,0.3438060239834331,-0.03368081468801499,-0.34577416598103483,0.34170182932013266,0.03368081468801499,0.09085817947480102,977.936006426133,223,96044.0757953018,0.3402327115117708,43.45271914641256,1912.6143497757848,37.62780269058296,16.117937219730944,1733864.2094170405,331477.43901345297,203625.4869955157,0.0,0.0,666817.529147982,493719.5506726457,0.0,78.18251121076231,0.0,1274.6318385650222,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
