UHI,Traffic_Volume,NDVI,NDBI,NDWI,SI,NDMI,NPCRI,Coastal_Aerosol,Building_Count,Total_Building_Area_m2,Building_Density,Building_Height,Building_Construction_Year,Ground_Elevation,Weather_Normalized_Site_EUI_kBtu_ft2,Site_Energy_Use_kBtu,Fuel_Oil_2_Use_kBtu,Fuel_Oil_4_Use_kBtu,Diesel_2_Use_kBtu,District_Steam_Use_kBtu,Natural_Gas_Use_kBtu,Electricity_Use_Grid_Purchase_kBtu,Electricity_Use_Generated_Onsite_Renewables_kWh,Direct_GHG_Emissions_MetricTons_CO2e,Percent_Electricity_Green_Power,Water_Use_All_Sources_kgal,Air Temp at Surface [degC],Relative Humidity [percent],Avg Wind Speed [m/s],Wind Direction [degrees],Solar Flux [W/m^2]
1.030288903,51.140625,0.26420473056498667,-0.002337220260981151,-0.2839897523230599,0.2793268500694291,0.002337220260981151,0.10069022611080303,1035.4816697886006,78,27998.197727251893,0.3967304657286011,50.48502432641026,1924.7435897435898,37.01282051282051,14.565384615384614,2736631.2192307697,899259.3512820514,90901.85256410256,0.0,0.0,885120.7756410256,823080.7807692308,0.0,123.43076923076923,0.0,2232.007692307692,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.030288903,51.140625,0.2656965235230465,-0.0038107706401872454,-0.28500282187278375,0.2801701616799988,0.0038107706401872454,0.09967715174517815,1035.5444325481799,75,27832.4410276813,0.3943817169528664,50.61469196613333,1922.9866666666667,37.026666666666664,14.102666666666664,2762134.5440000007,935229.7253333334,94537.92666666667,0.0,0.0,858179.688,834388.0053333332,0.0,125.05599999999998,0.0,2185.412,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.023797758,51.140625,0.2690412391176706,-0.005449247280942299,-0.28762944789135053,0.28290561043362444,0.005449247280942299,0.09861066098631521,1035.2383627608347,77,27535.685086748836,0.3901767276247915,49.67534931766234,1919.8051948051948,36.96103896103896,13.736363636363635,2690390.789610389,910938.0441558443,92082.3961038961,0.0,0.0,835889.3064935064,812715.5896103896,0.0,121.80779220779222,0.0,2128.648051948052,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.023797758,51.140625,0.2730312460739509,-0.007232747291329481,-0.29062144202395224,0.2862515636914584,0.007232747291329481,0.09735845950162579,1030.7258107745913,81,27454.17799268639,0.38902178373523527,49.839159227901234,1919.8024691358025,37.0,14.302469135802468,2967953.5469135805,865953.4493827161,344486.1185185185,0.0,0.0,795341.6864197531,856937.7555555556,0.0,140.25185185185185,0.0,2023.5296296296297,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.021634043,51.140625,0.27393611256713185,-0.007585720992941764,-0.29123792375344365,0.28729871952568126,0.007585720992941764,0.09654992658215293,1028.9818230419673,79,28017.42791891553,0.3970029547994031,47.53370651810127,1918.8101265822784,36.69620253164557,14.664556962025317,3043091.611392406,887876.3215189874,353207.2860759494,0.0,0.0,815476.9189873418,878632.382278481,0.0,143.80253164556962,0.0,2074.7582278481013,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.021634043,51.140625,0.2766331640109848,-0.009422548079703962,-0.29342471801855224,0.2891821704967975,0.009422548079703962,0.09588394237689264,1024.1070663811563,79,28454.49725899601,0.4031961649671137,47.6528204421519,1918.5696202531647,36.64556962025316,14.664556962025317,3043091.6113924053,887876.3215189874,353207.2860759494,0.0,0.0,815476.9189873418,878632.382278481,0.0,143.80253164556962,0.0,2074.7582278481013,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.015142899,51.140625,0.28264263133758893,-0.011765538710485569,-0.29848854229722915,0.2941885158169014,0.011765538710485569,0.09491939030788087,1017.0160685591859,79,28229.342795386296,0.4000057583532604,48.537883733291146,1916.5949367088608,36.56962025316456,15.877215189873414,3127301.0810126583,887876.3215189874,353207.2860759494,0.0,0.0,867133.781012658,911184.9898734175,0.0,146.54556962025313,0.0,2074.7582278481013,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.015142899,51.140625,0.2919826101010183,-0.015801043616165213,-0.3065943820181444,0.30103845289555586,0.015801043616165213,0.09437749554470692,1009.5663456393794,78,27755.7510661981,0.3932950311446837,48.8988204048718,1915.4871794871794,36.55128205128205,16.080769230769228,3167394.684615385,899259.3512820514,357735.58461538464,0.0,0.0,878250.8807692307,922866.8487179488,0.0,148.42435897435897,0.0,2101.357692307692,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.012979184,51.140625,0.3002985866398789,-0.01872531330961376,-0.31385157488684423,0.3077288338701074,0.01872531330961376,0.09412515268148756,1003.1916488222698,76,27592.2719010621,0.3909785547076893,48.88737183460526,1914.0,36.4078947368421,15.159210526315789,3203848.9565789476,922924.0710526317,367149.67894736846,0.0,0.0,862370.0092105262,939247.3355263158,0.0,150.25921052631577,0.0,2058.563157894737,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.012979184,51.140625,0.30659067197300643,-0.02093378577846384,-0.3192357022852535,0.3127185669835184,0.02093378577846384,0.09386707586138873,998.3052434456929,73,27707.729680498836,0.39261457496343416,49.657400814109586,1912.1917808219177,36.342465753424655,15.782191780821917,3335513.982191781,960852.4575342466,382238.0219178082,0.0,0.0,897809.8726027397,977846.5410958905,0.0,156.43424657534246,0.0,2143.1616438356164,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
