UHI,NDVI,NDBI,NDWI,SI,NDMI,NPCRI,Coastal_Aerosol,Building_Count,Total_Building_Area_m2,Building_Density,Building_Height,Building_Construction_Year,Ground_Elevation,Traffic_Volume,Air Temp at Surface [degC],Relative Humidity [percent],Avg Wind Speed [m/s],Wind Direction [degrees],Solar Flux [W/m^2]
1.030288903,0.26420473056498667,-0.002337220260981151,-0.2839897523230599,0.2793268500694291,0.002337220260981151,0.10069022611080303,1035.4816697886006,74,21781.67720110447,0.30864325713126584,46.62040387175676,1949.5205479452054,37.17567567567568,51.140625,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.030288903,0.2656965235230465,-0.0038107706401872454,-0.28500282187278375,0.2801701616799988,0.0038107706401872454,0.09967715174517815,1035.5444325481799,71,21655.94301031054,0.30686162159277974,46.59408290859155,1948.7,37.19718309859155,51.140625,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.023797758,0.2690412391176706,-0.005449247280942299,-0.28762944789135053,0.28290561043362444,0.005449247280942299,0.09861066098631521,1035.2383627608347,73,21428.68487265073,0.3036414062179022,45.7134231028767,1944.5833333333333,37.12328767123287,51.140625,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.023797758,0.2730312460739509,-0.007232747291329481,-0.29062144202395224,0.2862515636914584,0.007232747291329481,0.09735845950162579,1030.7258107745913,76,21390.05835408252,0.30309407396290156,46.244735348815794,1942.9866666666667,37.1578947368421,51.140625,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.021634043,0.27393611256713185,-0.007585720992941764,-0.29123792375344365,0.28729871952568126,0.007585720992941764,0.09654992658215293,1028.9818230419673,74,21794.30844377872,0.30882224003682346,43.68636221594595,1942.5479452054794,36.83783783783784,51.140625,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.021634043,0.2766331640109848,-0.009422548079703962,-0.29342471801855224,0.2891821704967975,0.009422548079703962,0.09588394237689264,1024.1070663811563,74,22087.6618292922,0.31297901564033276,43.81352437810811,1942.2876712328766,36.78378378378378,51.140625,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.015142899,0.28264263133758893,-0.011765538710485569,-0.29848854229722915,0.2941885158169014,0.011765538710485569,0.09491939030788087,1017.0160685591859,73,21913.565823523393,0.3105121000866933,44.48165484904109,1940.3194444444443,36.71232876712329,51.140625,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.015142899,0.2919826101010183,-0.015801043616165213,-0.3065943820181444,0.30103845289555586,0.015801043616165213,0.09437749554470692,1009.5663456393794,72,21574.25962732324,0.30570417971448693,44.81633306430555,1939.4366197183099,36.69444444444444,51.140625,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.012979184,0.3002985866398789,-0.01872531330961376,-0.31385157488684423,0.3077288338701074,0.01872531330961376,0.09412515268148756,1003.1916488222698,70,21349.700288011136,0.3025222059270742,44.687260692571435,1938.4927536231885,36.542857142857144,51.140625,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.012979184,0.30659067197300643,-0.02093378577846384,-0.3192357022852535,0.3127185669835184,0.02093378577846384,0.09386707586138873,998.3052434456929,67,21252.886795586677,0.3011503725571579,45.33818281313433,1937.6060606060605,36.47761194029851,51.140625,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.010815469,0.31071131593437873,-0.02120115897198499,-0.3228962504867575,0.3169445102097043,0.02120115897198499,0.09363455997357112,997.7931404072883,67,21057.66584639068,0.2983841195701546,45.21405528597015,1937.5454545454545,36.52238805970149,51.140625,27.49230769230769,44.61538461538461,3.0999999999999996,135.07692307692307,445.6923076923077
1.010815469,0.31953208782881465,-0.023526952969155746,-0.33025671225936853,0.32467954536520516,0.023526952969155746,0.09312404060656566,989.5456248327536,66,20882.438218608113,0.2959011690944105,44.99487430545455,1936.9375,36.53030303030303,51.140625,26.75384615384616,48.35384615384616,2.946153846153846,171.07692307692307,441.0
1.010815469,0.33036544657288586,-0.02631833103772897,-0.33854811243202115,0.33415131880120685,0.02631833103772897,0.09236318418824509,978.8012854847349,64,21149.8295297711,0.29969006580922564,44.4912766275,1932.9354838709678,36.546875,51.140625,26.75384615384616,48.35384615384616,2.946153846153846,171.07692307692307,441.0
